дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2026-02-03,2026,2,Литва,Шяуляй,USAD,92,2016,Švyturys,PET,9,1.19,Готівка
2026-02-03,2026,2,Литва,Вільнюс,USAD,92,2016,Utenos,ALU,1,0.13,Благодійність
2026-02-03,2026,2,Хорватія,Осієк,HAOP,90,2006,Jana,PET,9,1.72,Додаток
2026-02-03,2026,2,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,19,4.21,Благодійність
2026-02-03,2026,2,Хорватія,Рієка,HAOP,90,2006,Karlovačko,PET,2,0.48,Додаток
2026-02-03,2026,2,Хорватія,Загреб,HAOP,90,2006,Jamnica,PET,5,1.22,Ваучер
2026-02-03,2026,2,Фінляндія,Тампере,Palpa,94,1996,Fazer,PET,3,0.49,Готівка
2026-02-03,2026,2,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,PET,15,2.2,Додаток
2026-02-03,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Carlsberg,ALU,16,2.28,Ваучер
2026-02-03,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,4,0.7,Готівка
2026-02-03,2026,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,5,1.04,Додаток
2026-02-03,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,ALU,11,1.87,Ваучер
2026-02-03,2026,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Sourcy,ALU,13,2.35,Благодійність
2026-02-04,2026,2,Норвегія,Осло,Infinitum,97,1999,Farris,ALU,16,2.81,Благодійність
2026-02-04,2026,2,Норвегія,Берген,Infinitum,97,1999,Solo,PET,20,2.88,Готівка
2026-02-04,2026,2,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,ALU,20,4.59,Готівка
2026-02-04,2026,2,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,ALU,8,1.97,Благодійність
2026-02-04,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Fanta,ALU,7,1.43,Ваучер
2026-02-04,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,ALU,15,3.27,Готівка
2026-02-04,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,9,1.84,Готівка
2026-02-04,2026,2,Литва,Шяуляй,USAD,92,2016,Utenos,PET,6,0.93,Додаток
2026-02-04,2026,2,Литва,Вільнюс,USAD,92,2016,Utenos,PET,7,0.85,Готівка
2026-02-04,2026,2,Хорватія,Спліт,HAOP,90,2006,Coca-Cola Croatia,PET,14,1.66,Ваучер
2026-02-04,2026,2,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,13,2.37,Готівка
2026-02-04,2026,2,Фінляндія,Тампере,Palpa,94,1996,Pirkka,PET,4,0.77,Готівка
2026-02-04,2026,2,Фінляндія,Оулу,Palpa,94,1996,Hartwall,PET,13,2.73,Ваучер
2026-02-04,2026,2,Швеція,Мальме,Returpack,88,1984,Loka,PET,19,3.11,Благодійність
2026-02-04,2026,2,Швеція,Уппсала,Returpack,88,1984,Loka,PET,7,0.94,Додаток
2026-02-04,2026,2,Швеція,Стокгольм,Returpack,88,1984,Nygårda,ALU,17,2.23,Благодійність
2026-02-04,2026,2,Швеція,Мальме,Returpack,88,1984,Pepsi Sweden,ALU,14,1.92,Готівка
2026-02-04,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,9,1.78,Ваучер
2026-02-04,2026,2,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,PET,20,3.24,Додаток
2026-02-04,2026,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,10,1.61,Благодійність
2026-02-04,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,19,3.15,Ваучер
2026-02-04,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Heineken,PET,14,1.68,Додаток
2026-02-04,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Grolsch,PET,18,4.09,Готівка
2026-02-05,2026,2,Норвегія,Тронгейм,Infinitum,97,1999,Imsdal,PET,9,1.57,Готівка
2026-02-05,2026,2,Німеччина,Франкфурт,DPG/Pfand,98,2003,Pepsi,PET,11,2.52,Благодійність
2026-02-05,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,6,1.09,Додаток
2026-02-05,2026,2,Литва,Вільнюс,USAD,92,2016,Rasa,PET,6,0.89,Додаток
2026-02-05,2026,2,Хорватія,Осієк,HAOP,90,2006,Karlovačko,PET,21,2.4,Благодійність
2026-02-05,2026,2,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,2,0.39,Готівка
2026-02-05,2026,2,Фінляндія,Тампере,Palpa,94,1996,Olvi,PET,7,1.48,Ваучер
2026-02-05,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,16,1.61,Ваучер
2026-02-05,2026,2,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,ALU,14,2.53,Готівка
2026-02-06,2026,2,Німеччина,Кельн,DPG/Pfand,98,2003,Coca-Cola,PET,8,1.74,Додаток
2026-02-06,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,A. Le Coq,PET,2,0.35,Благодійність
2026-02-06,2026,2,Литва,Клайпеда,USAD,92,2016,Rasa,PET,19,2.74,Благодійність
2026-02-06,2026,2,Литва,Шяуляй,USAD,92,2016,Utenos,ALU,14,1.7,Благодійність
2026-02-06,2026,2,Литва,Вільнюс,USAD,92,2016,Rasa,PET,21,2.79,Готівка
2026-02-06,2026,2,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,3,0.45,Додаток
2026-02-06,2026,2,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,ALU,9,1.89,Благодійність
2026-02-06,2026,2,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,6,1.03,Додаток
2026-02-06,2026,2,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,10,2.32,Додаток
2026-02-06,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Carlsberg,ALU,7,1.64,Благодійність
2026-02-06,2026,2,Данія,Оденсе,Dansk Retursystem,89,2002,Faxe,ALU,8,1.91,Ваучер
2026-02-06,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Tuborg,PET,14,1.8,Ваучер
2026-02-06,2026,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,14,3.31,Готівка
2026-02-06,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Heineken,PET,17,3.28,Ваучер
2026-02-06,2026,2,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,9,1.5,Ваучер
2026-02-06,2026,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,2,0.49,Благодійність
2026-02-07,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Sprite,PET,14,2.03,Готівка
2026-02-07,2026,2,Німеччина,Франкфурт,DPG/Pfand,98,2003,Gerolsteiner,ALU,11,1.46,Готівка
2026-02-07,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Volvic,PET,7,1.66,Додаток
2026-02-07,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Volvic,ALU,3,0.56,Благодійність
2026-02-07,2026,2,Німеччина,Гамбург,DPG/Pfand,98,2003,Beck's,PET,8,1.88,Додаток
2026-02-07,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,PET,15,3.36,Ваучер
2026-02-07,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,ALU,12,1.54,Ваучер
2026-02-07,2026,2,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,8,0.93,Готівка
2026-02-07,2026,2,Фінляндія,Турку,Palpa,94,1996,Pirkka,ALU,20,4.1,Готівка
2026-02-07,2026,2,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,2,0.31,Готівка
2026-02-07,2026,2,Фінляндія,Оулу,Palpa,94,1996,Olvi,PET,11,1.63,Додаток
2026-02-07,2026,2,Швеція,Стокгольм,Returpack,88,1984,Nygårda,ALU,2,0.36,Додаток
2026-02-07,2026,2,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,19,4.28,Благодійність
2026-02-07,2026,2,Швеція,Гетеборг,Returpack,88,1984,Loka,ALU,11,2.22,Готівка
2026-02-07,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,7,1.45,Благодійність
2026-02-07,2026,2,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,ALU,1,0.11,Готівка
2026-02-07,2026,2,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,1,0.12,Додаток
2026-02-07,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,ALU,6,1.2,Благодійність
2026-02-07,2026,2,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Spa,ALU,7,1.15,Ваучер
2026-02-08,2026,2,Норвегія,Тронгейм,Infinitum,97,1999,Ringnes,PET,20,4.67,Додаток
2026-02-08,2026,2,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,2,0.21,Ваучер
2026-02-08,2026,2,Норвегія,Ставангер,Infinitum,97,1999,Imsdal,ALU,4,0.45,Благодійність
2026-02-08,2026,2,Німеччина,Гамбург,DPG/Pfand,98,2003,Gerolsteiner,PET,8,1.41,Благодійність
2026-02-08,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,2,0.35,Готівка
2026-02-08,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,4,0.95,Готівка
2026-02-08,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,11,1.57,Додаток
2026-02-08,2026,2,Естонія,Нарва,Eesti Pandipakend,93,2005,Värska,ALU,1,0.13,Готівка
2026-02-08,2026,2,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,PET,6,1.23,Благодійність
2026-02-08,2026,2,Хорватія,Загреб,HAOP,90,2006,Coca-Cola Croatia,PET,13,2.26,Додаток
2026-02-08,2026,2,Фінляндія,Турку,Palpa,94,1996,Hartwall,PET,6,0.81,Ваучер
2026-02-08,2026,2,Фінляндія,Оулу,Palpa,94,1996,Olvi,PET,7,1.05,Додаток
2026-02-08,2026,2,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,9,0.99,Ваучер
2026-02-08,2026,2,Швеція,Мальме,Returpack,88,1984,Pepsi Sweden,PET,5,1.21,Ваучер
2026-02-08,2026,2,Швеція,Мальме,Returpack,88,1984,Ramlösa,ALU,11,1.88,Додаток
2026-02-08,2026,2,Швеція,Уппсала,Returpack,88,1984,Ramlösa,PET,18,2.56,Ваучер
2026-02-08,2026,2,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,PET,14,3.42,Додаток
2026-02-08,2026,2,Швеція,Уппсала,Returpack,88,1984,Loka,PET,4,0.94,Благодійність
2026-02-08,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Carlsberg,ALU,11,1.2,Благодійність
2026-02-08,2026,2,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,4,0.73,Благодійність
2026-02-08,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,1,0.2,Готівка
2026-02-08,2026,2,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,16,2.5,Благодійність
2026-02-08,2026,2,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,2,0.24,Додаток
2026-02-08,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Aldaris,PET,8,1.53,Благодійність
2026-02-08,2026,2,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,PET,1,0.22,Готівка
2026-02-09,2026,2,Норвегія,Тронгейм,Infinitum,97,1999,Coca-Cola Norway,ALU,1,0.19,Благодійність
2026-02-09,2026,2,Норвегія,Ставангер,Infinitum,97,1999,Ringnes,ALU,11,2.23,Ваучер
2026-02-09,2026,2,Німеччина,Гамбург,DPG/Pfand,98,2003,Fanta,PET,5,1.17,Готівка
2026-02-09,2026,2,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,7,1.05,Ваучер
2026-02-09,2026,2,Швеція,Гетеборг,Returpack,88,1984,Ramlösa,PET,21,4.04,Ваучер
2026-02-09,2026,2,Данія,Оденсе,Dansk Retursystem,89,2002,Faxe,PET,15,2.28,Додаток
2026-02-09,2026,2,Данія,Копенгаген,Dansk Retursystem,89,2002,Faxe,PET,21,3.5,Додаток
2026-02-09,2026,2,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,3,0.34,Готівка
2026-02-10,2026,2,Норвегія,Берген,Infinitum,97,1999,Imsdal,ALU,4,0.81,Додаток
2026-02-10,2026,2,Норвегія,Тромсе,Infinitum,97,1999,Hansa,ALU,6,1.24,Готівка
2026-02-10,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Coca-Cola,ALU,18,3.67,Додаток
2026-02-10,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Fanta,ALU,19,4.73,Готівка
2026-02-10,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Fanta,ALU,16,1.79,Ваучер
2026-02-10,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,PET,13,2.63,Благодійність
2026-02-10,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,Saku,ALU,13,2.54,Ваучер
2026-02-10,2026,2,Хорватія,Осієк,HAOP,90,2006,Karlovačko,PET,18,3.28,Ваучер
2026-02-10,2026,2,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,ALU,1,0.25,Благодійність
2026-02-10,2026,2,Швеція,Стокгольм,Returpack,88,1984,Loka,PET,3,0.35,Ваучер
2026-02-10,2026,2,Швеція,Стокгольм,Returpack,88,1984,Nygårda,PET,21,4.49,Додаток
2026-02-10,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Carlsberg,PET,14,3.3,Ваучер
2026-02-10,2026,2,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,20,4.47,Додаток
2026-02-10,2026,2,Данія,Оденсе,Dansk Retursystem,89,2002,Tuborg,PET,1,0.25,Ваучер
2026-02-10,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,8,1.4,Готівка
2026-02-10,2026,2,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Aldaris,ALU,11,1.4,Благодійність
2026-02-10,2026,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,ALU,4,0.51,Ваучер
2026-02-11,2026,2,Норвегія,Тронгейм,Infinitum,97,1999,Ringnes,PET,15,2.86,Додаток
2026-02-11,2026,2,Норвегія,Берген,Infinitum,97,1999,Imsdal,PET,1,0.25,Додаток
2026-02-11,2026,2,Німеччина,Гамбург,DPG/Pfand,98,2003,Volvic,PET,5,0.98,Додаток
2026-02-11,2026,2,Німеччина,Берлін,DPG/Pfand,98,2003,Beck's,ALU,6,1.27,Ваучер
2026-02-11,2026,2,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,7,1.12,Готівка
2026-02-11,2026,2,Хорватія,Загреб,HAOP,90,2006,Jamnica,PET,16,2.09,Благодійність
2026-02-11,2026,2,Хорватія,Осієк,HAOP,90,2006,Jamnica,ALU,1,0.22,Додаток
2026-02-11,2026,2,Хорватія,Спліт,HAOP,90,2006,Jana,ALU,9,1.07,Готівка
2026-02-11,2026,2,Фінляндія,Тампере,Palpa,94,1996,Olvi,ALU,4,0.47,Готівка
2026-02-11,2026,2,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,17,1.74,Додаток
2026-02-11,2026,2,Швеція,Мальме,Returpack,88,1984,Pepsi Sweden,ALU,14,3.48,Благодійність
2026-02-11,2026,2,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,ALU,15,3.62,Додаток
2026-02-11,2026,2,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,5,1.1,Додаток
2026-02-11,2026,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Grolsch,ALU,17,2.22,Благодійність
2026-02-12,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Sprite,ALU,6,1.12,Додаток
2026-02-12,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,Saku,ALU,8,1.19,Благодійність
2026-02-12,2026,2,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,21,3.45,Готівка
2026-02-12,2026,2,Литва,Клайпеда,USAD,92,2016,Rasa,PET,11,1.29,Готівка
2026-02-12,2026,2,Литва,Каунас,USAD,92,2016,Akvilė,ALU,15,2.1,Ваучер
2026-02-12,2026,2,Хорватія,Рієка,HAOP,90,2006,Jana,PET,5,1.0,Благодійність
2026-02-12,2026,2,Фінляндія,Оулу,Palpa,94,1996,Hartwall,PET,20,4.59,Ваучер
2026-02-12,2026,2,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,PET,8,1.02,Ваучер
2026-02-12,2026,2,Данія,Ольборг,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,5,0.59,Додаток
2026-02-12,2026,2,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,ALU,18,3.95,Додаток
2026-02-13,2026,2,Норвегія,Осло,Infinitum,97,1999,Hansa,PET,16,1.86,Ваучер
2026-02-13,2026,2,Німеччина,Штутгарт,DPG/Pfand,98,2003,Fanta,ALU,4,0.99,Додаток
2026-02-13,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,PET,18,4.16,Готівка
2026-02-13,2026,2,Литва,Клайпеда,USAD,92,2016,Švyturys,ALU,17,2.8,Ваучер
2026-02-13,2026,2,Хорватія,Осієк,HAOP,90,2006,Karlovačko,ALU,18,3.22,Благодійність
2026-02-13,2026,2,Хорватія,Загреб,HAOP,90,2006,Jana,ALU,18,3.53,Готівка
2026-02-13,2026,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,20,3.1,Готівка
2026-02-13,2026,2,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,PET,8,1.18,Ваучер
2026-02-13,2026,2,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Aldaris,PET,9,1.38,Ваучер
2026-02-13,2026,2,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,PET,14,3.1,Благодійність
2026-02-14,2026,2,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,13,2.36,Ваучер
2026-02-14,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Paulaner,ALU,14,2.82,Ваучер
2026-02-14,2026,2,Німеччина,Франкфурт,DPG/Pfand,98,2003,Volvic,ALU,5,1.05,Ваучер
2026-02-14,2026,2,Німеччина,Кельн,DPG/Pfand,98,2003,Sprite,PET,4,0.47,Благодійність
2026-02-14,2026,2,Німеччина,Мюнхен,DPG/Pfand,98,2003,Sprite,ALU,2,0.44,Додаток
2026-02-14,2026,2,Німеччина,Кельн,DPG/Pfand,98,2003,Paulaner,PET,18,2.44,Готівка
2026-02-14,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,ALU,4,0.91,Благодійність
2026-02-14,2026,2,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,PET,6,0.91,Благодійність
2026-02-14,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,Aura,PET,1,0.19,Додаток
2026-02-14,2026,2,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,ALU,16,3.35,Ваучер
2026-02-14,2026,2,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,ALU,6,1.3,Готівка
2026-02-14,2026,2,Фінляндія,Тампере,Palpa,94,1996,Olvi,ALU,19,4.38,Додаток
2026-02-14,2026,2,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,13,1.65,Ваучер
2026-02-14,2026,2,Фінляндія,Тампере,Palpa,94,1996,Fazer,ALU,21,5.1,Готівка
2026-02-14,2026,2,Фінляндія,Оулу,Palpa,94,1996,Fazer,ALU,11,1.17,Благодійність
